cliente,loja,contrato,data_venda,faturado,valor_entrada,autorizado,nivel_venda,tipo_plano,forma_venda,situacao,alteracao_vencimento,venda_autorizada,assinado_biometria,contrato_entregue,contrato_assinado,sem_autorizado,contrato_conversao,qtd_parcelas,qtd_parcelas_abertas,qtd_parcelas_vencidas,qtd_parcelas_quitadas,qtd_parcelas_quitadas_adiantadas,qtd_parcelas_quitadas_emdia,qtd_parcelas_quitadas_atrasado,qtd_parcelas_quitadas_atrasado_15dias,qtd_parcelas_quitadas_atrasado_30dias,qtd_parcelas_quitadas_atrasado_60dias,qtd_parcelas_quitadas_atrasado_90dias,primeiro_vencimento,ultimo_pagamento_integral,ultimo_pagamento_parcial,valor_financiado,juros_financiamento,valor_parcela,media_dias_atraso,mda,mda_aberto,mda_pago,juro_pago,desconto_juro,multa_paga,desconto_multa,saldo_devedor,qtd_inclusao_contrato_spc,qtd_retirado_contrato_spc,qtd_inclusao_cliente_spc,qtd_retirado_cliente_spc,qtd_inclusao_contrato_cobranca,qtd_consultas_ate15dias,qtd_consultas_ate30dias,qtd_consultas_ate60dias,qtd_consultas_mais60dias,qtd_registros,valor_total_registrado,registro_mais_antigo,registro_mais_recente,maior_valor_registrado,qtd_parc_quitadas_cliente,total_pago_cliente,qtd_parc_abertas_cliente,total_aberto_cliente,qtd_parc_avencer_cliente,total_avencer_cliente,qtd_parc_vencidas_cliente,total_vencido_cliente,mda_aberto_cliente,mda_vencido_cliente,qtd_contratos_quitados_cliente,qtd_contratos_abertos_cliente,qtd_contratos_avencer_cliente,qtd_contratos_vencidos_cliente,media_atraso_cliente,cliente_na_cobranca,qtd_total_ligacao,qtd_sucesso_ligacao,qtd_sms,qtd_acordos,qtd_acordos_cancelados,qtd_acordos_quitados,qtd_acordos_abertos,qtd_acordos_vencidos,codigo_credscore,rg,comprovante_identidade,rg_uf,sexo,data_nascimento,ddd_tel_fixo,tel_fixo,ddd_celular,celular,estado_civil,nome_conjuge,data_nascimento_conjuge,ddd_tel_conjuge,tel_conjuge,dependentes,email,veiculo,veiculo_financiado,moradia,bloqueado,falecido,loja_cadastro,data_criacao_cadastro,data_atualizacao_cadastro,cep,tipo_endereco,cidade_residencia,cidade_natal,anos_residencia,comprovante_residencia,ocupacao,ddd_comercial,telefone_comercial,data_admissao,carteira_assinada,salario,numero_beneficio,comprovante_renda,comprovante_renda_familiar,renda_familiar1_parentesco,renda_familiar1_ddd_celular,renda_familiar1_celular,renda_familiar1_ocupacao,renda_familiar1_ddd_comercial,renda_familiar1_fone_comercial,renda_familiar1_salario,renda_familiar1_codigo_cliente,renda_familiar2_parentesco,renda_familiar2_ddd_celular,renda_familiar2_celular,renda_familiar2_ocupacao,renda_familiar2_ddd_comercial,renda_familiar2_fone_comercial,renda_familiar2_salario,renda_familiar2_codigo_cliente,renda_familiar3_parentesco,renda_familiar3_ddd_celular,renda_familiar3_celular,renda_familiar3_ocupacao,renda_familiar3_ddd_comercial,renda_familiar3_fone_comercial,renda_familiar3_salario,renda_familiar3_codigo_cliente,referencia1_parentesco,referencia1_fone_residencial_ddd,referencia1_fone_residencial,referencia1_fone_comercial_ddd,referencia1_fone_comercial,referencia1_celular_ddd,referencia1_celular,referencia2_parentesco,referencia2_fone_residencial_ddd,referencia2_fone_residencial,referencia2_fone_comercial_ddd,referencia2_fone_comercial,referencia2_celular_ddd,referencia2_celular,referencia3_parentesco,referencia3_fone_residencial_ddd,referencia3_fone_residencial,referencia3_fone_comercial_ddd,referencia3_fone_comercial,referencia3_celular_ddd,referencia3_celular,quantidade_acordos,qtd_sms_enviado,qtd_ligacao_total,qtd_ligacao_sucesso,mda,mda_aberto,qtd_pagto_parciais,qtd_parcelas_pagto_parciais,possui_biometria,data_cadastro_biometrico,possui_compra_tidas
455768,20009,2115,20121101,175.78,,,312,1,1,1,false,true,false,true,true,false,false,5,0,0,5,0,0,5,0,0,0,0,20121201,20130405,,175.78,0.00,35.16,6,7,,7,2.21,0.00,2.82,0.00,0.00,0,0,0,0,4,0,0,0,0,3,2637.48,20120522,20120929,1764.17,1,32.60,,,0,0.00,,,,,1,,,,7,false,,,,,,,,,455768,true,false,0,1,19660120,54,false,54,true,1,false,,,false,,false,,,,false,false,20009,20110604,20121103,957,,3861,3861,0,false,64,54,true,20080101,,2500.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,4,0,0,7,,0,0,false,,true
455768,20009,2126,20121103,54.78,,,312,1,1,1,false,true,false,true,true,false,false,3,0,0,3,0,0,3,0,0,0,0,20121203,20130207,,54.78,0.00,18.26,4,5,,5,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,0,0,0,0,3,2637.48,20120522,20120929,1764.17,1,32.60,5,175.78,5,175.78,0,0.00,-28,,1,1,1,0,7,false,,,,,,,,,455768,true,false,0,1,19660120,54,false,54,true,1,false,,,false,,false,,,,false,false,20009,20110604,20121103,957,,3861,3861,0,false,64,54,true,20080101,,2500.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,4,0,0,7,,0,0,false,,true
455793,20009,1146,20120507,50.80,,,86,1,1,1,false,false,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20120607,20120620,,50.80,0.00,25.40,0,4,,4,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,2,74.70,,,0,0.00,,,,,1,,,,0,false,,,,,,,,,455793,true,false,0,1,19620127,45,false,,false,2,true,,,false,,false,,,,false,false,20009,20110719,20120714,957,34,3861,4125,1,false,42,45,false,19990801,,1400.00,false,false,false,,,false,1,,false,,,,,false,,,false,,,,,false,,,false,,,11,45,false,,false,,false,11,45,false,,false,,false,11,45,false,,false,,false,0,0,0,0,4,,0,0,false,,true
455793,20009,1539,20120714,169.80,,,114,1,1,1,false,false,false,true,true,false,false,5,0,0,5,5,0,0,0,0,0,0,20120814,20120910,,169.80,0.00,33.96,0,-4,,-4,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,4,125.50,,,0,0.00,,,,,2,,,,0,false,,,,,,,,,455793,true,false,0,1,19620127,45,false,,false,2,true,,,false,,false,,,,false,false,20009,20110719,20120714,957,34,3861,4125,1,false,42,45,false,19990801,,1400.00,false,false,false,,,false,1,,false,,,,,false,,,false,,,,,false,,,false,,,11,45,false,,false,,false,11,45,false,,false,,false,11,45,false,,false,,false,0,0,0,0,4,,0,0,false,,true
455799,20009,1205,20120515,326.60,,,86,1,1,1,false,false,false,true,true,false,false,5,0,0,5,0,0,5,3,1,0,0,20120615,20121101,,326.60,0.00,65.32,20,47,,47,18.55,0.00,5.23,0.00,0.00,0,0,0,0,2,,,,,,,,,,7,528.64,,,0,0.00,,,,,2,,,,24,false,1,0,0,,,,,,455799,true,false,21,2,19660530,54,true,54,true,2,true,,,false,,false,,,,false,false,20000,20111008,20130128,957,34,3861,3951,1,false,68,54,true,19990201,,850.00,false,false,false,2,,false,103,,false,1100.00,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,8,23,11,181,,0,0,false,,true
455799,20009,1660,20120807,118.80,,,114,1,1,1,false,false,false,true,true,false,false,4,0,0,4,1,1,2,2,1,0,0,20120907,20121227,,118.80,0.00,29.70,12,31,,31,4.51,0.00,1.22,0.00,0.00,0,0,0,0,1,,,,,,,,,,9,662.57,3,195.00,3,195.00,0,0.00,-8,,2,1,1,0,19,false,1,0,0,,,,,,455799,true,false,21,2,19660530,54,true,54,true,2,true,,,false,,false,,,,false,false,20000,20111008,20130128,957,34,3861,3951,1,false,68,54,true,19990201,,850.00,false,false,false,2,,false,103,,false,1100.00,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,8,23,11,181,,0,0,false,,true
455799,20009,1668,20120808,189.80,,,114,1,1,1,false,true,false,true,true,true,false,5,0,0,5,0,0,5,4,4,4,3,20120908,20130708,,189.80,0.00,37.96,94,181,,181,58.14,0.00,2.96,0.00,0.00,0,0,0,0,1,,,,,,,,,,9,662.57,7,313.80,7,313.80,0,0.00,-7,,2,2,2,0,19,false,1,0,0,,,,,,455799,true,false,21,2,19660530,54,true,54,true,2,true,,,false,,false,,,,false,false,20000,20111008,20130128,957,34,3861,3951,1,false,68,54,true,19990201,,850.00,false,false,false,2,,false,103,,false,1100.00,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,8,23,11,181,,0,0,false,,true
22338,146,479,20130225,269.50,,,431,1,2,1,false,false,false,,,,false,4,0,0,4,0,1,3,0,0,0,0,20130325,20130625,,269.50,0.00,67.38,7,11,,11,2.30,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,110,4185.75,,,0,0.00,,,,,51,,,,13,false,3,0,0,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,146,1637,20130709,219.00,,,431,1,2,1,false,false,false,,,,false,5,0,0,5,3,0,2,1,0,0,0,20130809,20131121,,219.00,0.00,43.80,3,26,,26,2.24,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,114,4457.55,1,89.50,1,89.50,0,0.00,-31,,52,1,1,0,13,false,3,0,0,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,146,1641,20130709,89.50,,,460,1,2,1,false,false,false,,,,false,1,0,0,1,0,0,1,1,0,0,0,20130809,20130904,,89.50,0.00,89.50,26,26,,26,2.97,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,114,4457.55,5,219.00,5,219.00,0,0.00,-31,,52,1,1,0,13,false,3,0,0,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,146,3074,20131220,139.00,,,431,1,2,1,false,false,false,true,true,false,false,3,0,0,3,0,0,3,3,1,0,0,20140120,20140404,,139.00,0.00,46.33,25,43,,43,4.56,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,120,4771.26,,,0,0.00,,,,,54,,,,12,false,3,0,0,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,146,3662,20140415,104.40,,,431,1,2,1,false,false,false,true,true,false,false,3,0,0,3,1,0,2,2,1,0,0,20140515,20140710,,104.40,0.00,34.80,25,56,,56,3.89,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,123,4914.82,,,0,0.00,,,,,55,,,,13,false,3,0,0,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2105349,20090925,32.89,,,2,,1,1,false,false,false,,,,false,1,0,0,1,0,0,1,0,0,0,0,20091025,20091104,,32.89,0.00,32.89,10,10,,10,0.48,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,84,2656.60,,,0,0.00,,,,,41,,,,12,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2105849,20091118,186.78,,,2,1,1,1,false,false,false,,,,false,4,0,0,4,4,0,0,0,0,0,0,20091218,20100205,,186.78,0.00,46.70,0,-9,,-9,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,85,2689.97,,,0,0.00,,,,,42,,,,12,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2106823,20100303,49.83,,,2,1,1,1,false,false,false,true,,,false,1,0,0,1,0,1,0,0,0,0,0,20100403,20100405,,49.83,0.00,49.83,2,2,,2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,89,2876.75,,,0,0.00,,,,,43,,,,10,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2106985,20100326,119.80,,,2,1,1,1,false,false,false,true,,,false,1,0,0,1,0,0,1,1,1,0,0,20100426,20100608,20100507,119.80,0.00,119.80,43,43,,43,3.94,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,89,2876.75,1,49.83,1,49.83,0,0.00,-8,,43,1,1,0,10,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2108593,20100908,150.46,,,2,1,1,1,false,false,false,true,,,false,4,0,0,4,4,0,0,0,0,0,0,20101008,20110105,,150.46,0.00,37.62,0,-1,,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,2,0,0,,,,,91,3050.32,,,0,0.00,,,,,45,,,,11,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2108898,20101002,100.00,,1,2,1,1,1,false,false,false,true,,,false,2,0,0,2,0,0,2,0,0,0,0,20101102,20101203,,100.00,0.00,50.00,2,2,,2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,2,0,0,,,,,91,3050.32,4,150.46,4,150.46,0,0.00,-6,,45,1,1,0,11,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2110608,20110321,293.79,,,2,1,2,1,false,false,false,true,,,false,4,0,0,4,0,0,4,3,2,0,0,20110421,20110730,20110507,293.79,0.00,73.45,27,44,,44,9.18,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,97,3300.78,,,0,0.00,,,,,47,,,,10,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2111135,20110507,269.50,,,2,1,2,1,false,false,false,true,,,false,4,0,0,4,0,0,4,4,1,1,0,20110607,20111114,20110730,269.50,0.00,67.38,36,68,,68,12.97,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,1,0,,,,,98,3400.78,3,195.37,3,195.37,0,0.00,-14,,47,1,1,0,10,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2111799,20110704,159.90,,,150,1,2,1,false,true,false,true,,,false,3,0,0,3,0,0,3,3,1,0,0,20110804,20111201,,159.90,0.00,53.30,37,58,,58,8.02,0.00,0.00,0.00,0.00,0,0,0,0,1,,,,,,,,,,100,3524.03,5,347.00,4,274.00,1,73.00,13,13,47,2,1,1,10,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
22338,152,2112074,20110730,124.40,,,58,1,2,1,false,false,false,true,,,false,2,0,0,2,0,0,2,2,2,1,0,20110830,20111201,20111114,124.40,0.00,62.20,47,62,,62,7.21,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,1,0,,,,,103,3743.76,5,293.90,5,293.90,0,0.00,-5,,48,2,2,0,11,false,,,,,,,,,22338,true,false,24,2,19630219,49,true,,false,2,true,19640524,,false,3,false,1,false,1,false,false,146,20010411,20140521,898,2,4426,4426,,false,5,,false,,,1000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,49,true,3,,false,,false,49,true,,,false,,false,,false,0,0,3,0,68,,4,4,false,,true
455818,20009,2324,20121207,299.30,,,326,1,1,1,false,true,false,true,true,false,false,5,0,0,5,1,0,4,0,0,0,0,20130107,20130409,,299.30,0.00,59.86,0,2,,2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,2,87.00,,,0,0.00,,,,,1,,,,50,false,,,,,,,,,455818,true,false,0,2,19620205,54,false,54,true,2,false,,,false,,false,,,,false,false,20009,20110516,20121207,957,,3861,,0,false,68,54,true,20090201,,800.00,false,false,false,,,false,103,54,false,,,,,false,,,false,,,,,false,,,false,,,11,,false,,false,54,true,11,,false,,false,54,true,,,false,,false,,false,0,0,0,0,65,,0,0,false,,true
455825,20009,689,20120211,209.60,,,86,1,1,1,false,false,false,true,true,false,false,5,0,0,5,0,0,5,0,0,0,0,20120311,20120723,,209.60,0.00,41.92,7,12,,12,4.43,0.00,1.64,0.91,0.00,0,0,0,0,0,,,,,,,,,,5,192.12,,,0,0.00,,,,,2,,,,10,false,,,,,,,,,455825,true,false,0,2,19610116,54,true,54,true,1,false,,,false,,false,,,,false,false,20009,20110718,20120211,957,34,3861,3861,1,false,67,54,true,20050901,,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,0,0,0,14,,0,0,false,,true
455895,20009,1462,20120630,149.80,,,114,1,1,1,false,false,false,true,true,false,false,4,0,0,4,4,0,0,0,0,0,0,20120730,20121008,,149.80,0.00,37.45,0,-21,,-21,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,4,200.80,,,0,0.00,,,,,1,,,,0,false,,,,,,,,,455895,true,false,0,1,19650326,54,true,54,true,2,true,,,false,,false,,,,false,false,20009,20110912,20120630,957,34,3861,4179,1,false,67,45,false,19970501,,4500.00,false,false,false,,,false,1,,false,900.00,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,0,0,0,-1,,0,0,false,,true
456019,20009,2243,20121123,149.80,,,326,1,1,1,true,true,false,true,true,false,false,4,0,0,4,4,0,0,0,0,0,0,20130107,20130401,,149.80,0.00,37.45,0,-2,,-2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1,1,0,0,,,,,6,244.70,,,0,0.00,,,,,2,,,,0,false,,,,,,,,,456019,true,false,0,2,19700903,54,true,54,true,1,false,,,false,,false,,,,false,false,20009,20111107,20121123,957,,3861,4645,1,false,69,54,true,19960301,,2500.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,0,0,1,,0,0,false,,true
456058,20009,2532,20121224,89.80,,,326,1,1,1,false,true,false,true,true,false,false,5,0,0,5,4,0,1,0,0,0,0,20130124,20130509,,89.80,0.00,17.96,0,14,,14,0.85,0.00,0.44,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,3,49.70,,,0,0.00,,,,,1,,,,14,false,,,,,,,,,456058,true,false,0,1,19760512,54,true,54,true,1,false,,,false,,false,,,,false,false,20009,20110827,20121224,957,,3861,4266,0,false,106,51,true,20040601,,960.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,2,0,0,15,,0,0,false,,true
456091,20009,1049,20120423,99.68,,,86,1,1,1,false,false,false,true,true,false,false,5,0,0,5,3,0,2,1,0,0,0,20120523,20120910,,99.68,0.00,19.94,0,20,,20,1.98,0.00,0.85,0.00,0.00,0,0,0,0,1,,,,,,,,,,9,622.84,1,69.00,1,69.00,0,0.00,-26,,1,1,1,0,19,false,0,0,0,,,,,,456091,true,false,0,1,19440405,54,true,,false,1,false,,,false,,false,,,,false,false,20009,20111028,20121116,957,,3861,3930,1,false,68,54,true,19980201,,1900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,1,1,36,,0,0,false,,true
456091,20009,1368,20120612,232.70,,,114,1,1,1,true,false,false,true,true,false,false,4,0,0,4,2,0,2,0,0,0,0,20120811,20121114,,232.70,0.00,58.18,3,13,,13,2.09,0.00,1.16,0.00,0.00,0,0,0,0,1,,,,,,,,,,11,723.48,4,76.00,4,76.00,0,0.00,-11,,2,1,1,0,20,false,1,1,0,,,,,,456091,true,false,0,1,19440405,54,true,,false,1,false,,,false,,false,,,,false,false,20009,20111028,20121116,957,,3861,3930,1,false,68,54,true,19980201,,1900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,1,1,36,,0,0,false,,true
456091,20009,1483,20120705,376.80,,,114,1,1,1,false,false,false,true,true,false,false,5,0,0,5,0,0,5,1,0,0,0,20120805,20121219,,376.80,0.00,75.36,10,19,,19,8.78,0.00,4.50,0.00,0.00,0,0,0,0,2,,,,,,,,,,13,762.49,6,270.70,6,270.70,0,0.00,-37,,2,2,2,0,16,false,1,1,0,,,,,,456091,true,false,0,1,19440405,54,true,,false,1,false,,,false,,false,,,,false,false,20009,20111028,20121116,957,,3861,3930,1,false,68,54,true,19980201,,1900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,1,1,36,,0,0,false,,true
456091,20009,1875,20120914,199.60,,,334,1,1,1,false,true,false,true,true,false,false,5,0,0,5,0,1,4,0,0,0,0,20121014,20130223,,199.60,0.00,39.92,6,10,,10,2.09,0.00,1.65,0.00,0.00,0,0,0,0,2,,,,,,,,,,19,1068.99,5,341.00,5,341.00,0,0.00,-21,,3,2,2,0,10,false,1,1,0,,,,,,456091,true,false,0,1,19440405,54,true,,false,1,false,,,false,,false,,,,false,false,20009,20111028,20121116,957,,3861,3930,1,false,68,54,true,19980201,,1900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,1,1,36,,0,0,false,,true
456091,20009,2205,20121116,167.80,,,339,1,1,1,false,true,false,true,true,false,false,3,0,0,3,0,0,3,0,0,0,0,20121216,20130223,,167.80,0.00,55.93,4,7,,7,0.96,0.00,1.10,0.00,0.00,0,0,0,0,1,,,,,,,,,,25,1431.74,4,192.00,4,192.00,0,0.00,-19,,4,2,2,0,10,false,1,1,0,,,,,,456091,true,false,0,1,19440405,54,true,,false,1,false,,,false,,false,,,,false,false,20009,20111028,20121116,957,,3861,3930,1,false,68,54,true,19980201,,1900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,1,1,36,,0,0,false,,true
456182,20009,2234,20121122,182.70,,,326,1,1,1,true,true,false,true,true,false,false,3,0,0,3,0,0,3,0,0,0,0,20130107,20130316,,182.70,0.00,60.90,5,9,,9,2.29,0.00,2.40,0.00,0.00,0,0,0,0,2,0,0,0,0,0,,,,,6,519.30,,,0,0.00,,,,,2,,,,0,false,,,,,,,,,456182,true,false,0,2,19750624,54,true,54,true,2,true,19680521,,false,,false,,,,false,false,20009,20110702,20121122,957,,3861,4168,1,false,76,54,true,20110501,,1200.00,false,false,false,2,,false,103,54,false,2500.00,,,,false,,,false,,,,,false,,,false,,,11,,false,,false,54,true,,,false,,false,,false,,,false,,false,,false,0,2,0,0,9,,0,0,false,,true
456241,20010,3815,20121201,349.36,,,326,1,1,1,false,true,false,true,true,false,false,3,0,0,3,0,0,3,1,0,0,0,20130101,20130318,,349.36,0.00,116.45,10,17,,17,8.63,0.00,4.67,0.00,0.00,0,0,0,0,2,0,0,0,0,0,,,,,5,416.80,,,0,0.00,,,,,1,,,,12,false,2,0,0,,,,,,456241,true,false,0,1,19930512,54,true,,false,1,false,,,false,,false,,,,false,false,20010,20111110,20121201,995,,3902,4108,1,false,67,54,true,20110801,,821.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,54,true,,false,,false,10,54,true,,false,,false,10,,false,,false,54,true,0,0,2,0,30,,0,0,false,,true
