;faturado;valor_entrada;qtd_parcelas;valor_financiado;valor_parcela;mda;qtd_consultas_ate15dias;qtd_consultas_ate60dias;qtd_registros;qtd_contratos_quitados_cliente;qtd_contratos_abertos_cliente;media_atraso_cliente;sexo;idade;tel_fixo;estado_civil;dependentes;veiculo;veiculo_financiado;moradia;anos_residencia;ocupacao;telefone_comercial;anos_empresa;salario;mda_cliente
1128;24.8;;1;24.8;24.8;-4;0.0;0.0;0.0;3;;0.0;2;40;True;1;;;;;1.0;77.0;False;8;1100.0;1
1129;112.0;;1;112.0;112.0;-6;0.0;0.0;0.0;4;;0.0;2;40;True;1;;;;;1.0;77.0;False;8;1100.0;1
1130;139.8;;5;139.8;27.96;6;;;;2;;0.0;2;60;True;1;;;;;1.0;69.0;True;17;900.0;6
1131;99.8;;5;99.8;19.96;-3;0.0;0.0;0.0;2;1.0;0.0;2;60;True;1;;;;;1.0;69.0;True;17;900.0;6
1132;148.76;;2;148.76;74.38;26;;;;4;;24.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1133;173.6;;5;173.6;34.72;-30;;;;4;1.0;23.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1134;34.8;;1;34.8;34.8;11;;;;6;;0.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1135;182.4;;2;182.4;91.2;29;;;;7;;0.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1136;55.8;;1;55.8;55.8;5;;;;8;1.0;0.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1137;207.8;;2;207.8;103.9;107;2.0;5.0;0.0;8;2.0;0.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1138;350.7;;5;350.7;70.14;90;;;;7;1.0;0.0;2;49;True;2;;;;;3.0;25.0;True;16;3000.0;107
1139;112.8;;5;112.8;22.56;48;;;;1;;5.0;2;56;True;1;;;;;1.0;68.0;False;8;1000.0;48
1140;369.8;;5;369.8;73.96;16;;;;1;;38.0;1;72;True;2;;;;;2.0;68.0;True;35;2000.0;52
1141;147.8;;4;147.8;36.95;33;;;;1;1.0;22.0;1;72;True;2;;;;;2.0;68.0;True;35;2000.0;52
1142;120.7;;4;120.7;30.18;45;0.0;0.0;1.0;3;;22.0;1;72;True;2;;;;;2.0;68.0;True;35;2000.0;52
1143;114.8;;5;114.8;22.96;45;0.0;0.0;1.0;3;1.0;21.0;1;72;True;2;;;;;2.0;68.0;True;35;2000.0;52
1144;172.5;;5;172.5;34.5;36;;;;2;1.0;21.0;1;24;False;1;;;;;2.0;103.0;False;13;1012.0;496
1145;123.78;;3;123.78;41.26;3;;;;5;1.0;5.0;1;24;False;1;;;;;2.0;103.0;False;13;1012.0;496
1146;209.8;;4;209.8;52.45;-4;;;;3;1.0;14.0;1;24;False;1;;;;;2.0;103.0;False;13;1012.0;496
1147;589.6;;5;589.6;117.92;9;;;;4;1.0;12.0;1;24;False;1;;;;;2.0;103.0;False;13;1012.0;496
1148;149.9;;5;149.9;29.98;496;;;;7;;3.0;1;24;False;1;;;;;2.0;103.0;False;13;1012.0;496
1149;125.8;;5;125.8;25.16;17;0.0;2.0;0.0;1;1.0;5.0;1;34;False;2;;;;;2.0;98.0;True;12;4500.0;27
1150;124.8;;5;124.8;24.96;27;;;;1;;5.0;1;34;False;2;;;;;2.0;98.0;True;12;4500.0;27
1151;153.6;;3;153.6;51.2;14;;;;3;;12.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1152;69.8;;2;69.8;34.9;7;;;;3;1.0;12.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1153;242.48;;5;242.48;48.5;19;;;;5;;9.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1154;489.3;;5;489.3;97.86;40;;;;5;1.0;9.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1155;59.7;;3;59.7;19.9;33;;;;5;2.0;9.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1156;197.78;;5;197.78;39.56;31;;;;5;3.0;9.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1157;234.5;;5;234.5;46.9;20;;;;9;;12.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1158;399.6;;5;399.6;79.92;27;;;;10;1.0;12.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1159;188.8;;5;188.8;37.76;23;;;;9;1.0;12.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1160;179.8;;5;179.8;35.96;2;;;;11;1.0;12.0;2;37;True;1;;;;;2.0;103.0;False;0;2500.0;40
1161;239.0;;5;239.0;47.8;5;;;;4;;3.0;1;35;True;1;;;;;2.0;67.0;True;17;2000.0;26
1162;160.0;;5;160.0;32.0;3;;;;5;;3.0;1;35;True;1;;;;;2.0;67.0;True;17;2000.0;26
1163;109.8;;5;109.8;21.96;-3;;;;3;;0.0;2;63;True;1;;;;;2.0;16.0;True;17;1000.0;5
1164;19.8;;1;19.8;19.8;-6;;;;4;;2.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1165;229.8;;5;229.8;45.96;-13;;;;5;1.0;2.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1166;74.8;;3;74.8;24.93;-15;;;;5;1.0;2.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1167;299.8;;5;299.8;59.96;0;;;;5;2.0;0.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1168;58.6;;3;58.6;19.53;-1;;;;6;2.0;0.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1169;47.8;;2;47.8;23.9;1;;;;6;3.0;0.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1170;32.78;;2;32.78;16.39;-22;;;;10;;0.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1171;72.8;;3;72.8;24.27;1;;;;11;;0.0;2;56;True;2;;;;;2.0;72.0;True;7;545.0;12
1172;99.8;;4;99.8;24.95;2;;;;2;1.0;0.0;2;25;False;1;;;;;3.0;12.0;False;8;1000.0;65
1173;54.8;;2;54.8;27.4;-12;;;;3;1.0;0.0;2;25;False;1;;;;;3.0;12.0;False;8;1000.0;65
1174;79.9;;3;79.9;26.63;-18;;;;2;;0.0;2;25;False;1;;;;;3.0;12.0;False;8;1000.0;65
1175;199.8;;5;199.8;39.96;65;;;;5;;0.0;2;25;False;1;;;;;3.0;12.0;False;8;1000.0;65
1176;149.8;;5;149.8;29.96;14;0.0;1.0;0.0;5;1.0;0.0;2;25;False;1;;;;;3.0;12.0;False;8;1000.0;65
1177;139.8;;4;139.8;34.95;-3;;;;1;2.0;0.0;1;58;True;2;;;;;2.0;49.0;True;17;2200.0;14
1178;419.8;;5;419.8;83.96;1;;;;1;2.0;0.0;1;58;True;2;;;;;2.0;49.0;True;17;2200.0;14
1179;229.8;;5;229.8;45.96;14;;;;3;1.0;0.0;1;58;True;2;;;;;2.0;49.0;True;17;2200.0;14
1180;125.0;;5;125.0;25.0;4;;;;5;1.0;0.0;1;58;True;2;;;;;2.0;49.0;True;17;2200.0;14
1181;148.79;;5;148.79;29.76;-3;;;;1;;0.0;1;58;True;2;;;;;2.0;49.0;True;17;2200.0;14
1182;188.8;;5;188.8;37.76;3;;;;4;1.0;0.0;1;58;True;2;;;;;2.0;49.0;True;17;2200.0;14
1183;560.0;;6;560.0;93.33;45;2.0;4.0;0.0;1;;37.0;1;32;True;1;;;;;2.0;163.0;True;8;1500.0;54
1184;194.8;;5;194.8;38.96;2;;;;5;2.0;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1185;78.6;;2;78.6;39.3;9;;;;1;3.0;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1186;21.8;;1;21.8;21.8;-8;;;;2;3.0;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1187;310.6;;5;310.6;62.12;15;;;;2;4.0;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1188;108.78;;5;108.78;21.76;15;;;;8;;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1189;169.8;;5;169.8;33.96;1;;;;0;3.0;1.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1190;149.8;;4;149.8;37.45;1;;;;8;1.0;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1191;300.6;;5;300.6;60.12;2;;;;10;;0.0;2;68;True;2;;;;;2.0;68.0;True;14;980.0;15
1192;399.8;;5;399.8;79.96;1;0.0;1.0;0.0;1;;2.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1193;169.6;;5;169.6;33.92;-2;0.0;0.0;0.0;1;1.0;1.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1194;259.8;;5;259.8;51.96;5;0.0;0.0;0.0;1;2.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1195;70.0;;4;70.0;17.5;7;0.0;0.0;0.0;2;2.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1196;229.8;;5;229.8;45.96;6;0.0;0.0;0.0;2;4.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1197;229.7;;5;229.7;45.94;6;0.0;0.0;0.0;2;4.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1198;79.9;;4;79.9;19.98;6;;;;2;5.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1199;155.0;;4;155.0;38.75;15;;;;3;5.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1200;39.8;;2;39.8;19.9;10;;;;3;6.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1201;439.3;;5;439.3;87.86;28;;;;3;7.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1202;64.8;;3;64.8;21.6;14;0.0;0.0;0.0;7;4.0;0.0;1;28;True;1;;;;;2.0;67.0;True;7;1000.0;28
1203;107.7;;3;107.7;35.9;-1;;;;2;;15.0;2;47;True;2;;;;;2.0;54.0;False;21;600.0;72
1204;39.8;;2;39.8;19.9;72;0.0;0.0;0.0;3;;6.0;2;47;True;2;;;;;2.0;54.0;False;21;600.0;72
1205;169.8;;5;169.8;33.96;28;4.0;4.0;0.0;2;;230.0;2;46;True;1;;;;;2.0;77.0;True;14;1100.0;274
1206;49.6;;2;49.6;24.8;19;;;;3;;0.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1207;498.78;;5;498.78;99.76;38;;;;4;1.0;0.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1208;459.6;;5;459.6;91.92;60;;;;7;;4.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1209;122.8;;5;122.8;24.56;33;0.0;1.0;0.0;8;2.0;10.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1210;249.7;;5;249.7;49.94;18;;;;3;1.0;0.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1211;399.8;;5;399.8;79.96;43;;;;5;1.0;0.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1212;419.7;;5;419.7;83.94;38;0.0;1.0;0.0;8;1.0;10.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1213;184.8;;5;184.8;36.96;2;0.0;1.0;0.0;8;1.0;10.0;1;60;True;2;;;;;3.0;76.0;True;14;600.0;60
1214;299.8;;5;299.8;59.96;-7;;;;3;1.0;0.0;1;51;True;2;;;;;1.0;64.0;False;0;1100.0;3
1215;299.8;;5;299.8;59.96;3;;;;3;;0.0;1;51;True;2;;;;;1.0;64.0;False;0;1100.0;3
1216;129.8;;2;129.8;64.9;6;;;;2;;0.0;2;48;True;1;;;;;2.0;12.0;True;6;1600.0;10
1217;229.8;;4;229.8;57.45;-16;0.0;0.0;0.0;2;1.0;0.0;2;48;True;1;;;;;2.0;12.0;True;6;1600.0;10
1218;119.92;;2;119.92;59.96;-19;0.0;0.0;0.0;4;;0.0;2;48;True;1;;;;;2.0;12.0;True;6;1600.0;10
1219;94.9;;4;94.9;23.73;4;1.0;1.0;0.0;1;;1.0;1;31;True;2;;;;;2.0;82.0;False;12;2300.0;4
1220;1034.5;;5;1034.5;206.9;-1;0.0;0.0;0.0;0;;;2;34;False;2;0.0;1.0;False;1.0;;67.0;False;0;1000.0;-1
1221;99.5;;3;99.5;33.17;0;0.0;0.0;0.0;2;;263.0;2;26;False;2;0.0;2.0;False;2.0;1.0;66.0;False;0;1000.0;466
1222;149.4;;5;149.4;29.88;466;0.0;0.0;0.0;0;;;2;26;False;2;0.0;2.0;False;2.0;1.0;66.0;False;0;1000.0;466
1223;239.7;;6;239.7;39.95;455;1.0;4.0;0.0;0;1.0;0.0;2;26;False;2;0.0;2.0;False;2.0;1.0;66.0;False;0;1000.0;466
1224;400.0;;10;415.0;41.5;58;0.0;0.0;0.0;0;;;2;48;True;2;0.0;0.0;True;5.0;5.0;66.0;False;0;545.0;58
1225;145.13;;4;200.0;50.0;12;0.0;1.0;0.0;0;;;1;55;True;2;0.0;1.0;False;1.0;9.0;52.0;True;14;900.0;12
1226;59.8;;2;64.8;32.4;1;0.0;0.0;0.0;0;;;2;44;False;2;1.0;0.0;True;1.0;;66.0;False;0;623.0;1
1227;119.9;;4;130.24;32.56;-1;0.0;0.0;0.0;0;1.0;1.0;2;44;False;2;1.0;0.0;True;1.0;;66.0;False;0;623.0;1
1228;29.9;;2;34.9;17.45;0;0.0;0.0;0.0;1;1.0;0.0;2;44;False;2;1.0;0.0;True;1.0;;66.0;False;0;623.0;1
1229;77.4;;3;84.9;28.3;-1;0.0;0.0;0.0;1;2.0;0.0;2;44;False;2;1.0;0.0;True;1.0;;66.0;False;0;623.0;1
1230;62.3;;3;69.81;23.27;1;0.0;0.0;0.0;3;1.0;0.0;2;44;False;2;1.0;0.0;True;1.0;;66.0;False;0;623.0;1
1231;399.0;;6;524.52;87.42;821;0.0;0.0;1.0;0;;;1;25;False;1;0.0;2.0;False;1.0;9.0;67.0;False;6;1000.0;821
1232;98.0;;2;98.0;49.0;164;0.0;0.0;0.0;1;;15.0;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1233;86.3;;2;86.3;43.15;458;0.0;0.0;0.0;1;2.0;15.0;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1234;193.0;;3;193.0;64.33;30;0.0;0.0;0.0;0;;;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1235;509.4;;6;509.4;84.9;536;0.0;0.0;0.0;1;2.0;15.0;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1236;172.5;;2;172.5;86.25;0;0.0;0.0;0.0;4;;254.0;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1237;320.4;;5;320.4;64.08;1;0.0;0.0;0.0;5;;219.0;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1238;194.0;;3;194.0;64.67;-7;0.0;1.0;0.0;5;1.0;205.0;1;24;True;1;0.0;0.0;True;4.0;5.0;66.0;True;6;650.0;536
1239;97.7;;4;97.7;24.43;0;0.0;0.0;0.0;0;;;1;56;False;2;0.0;0.0;True;1.0;10.0;69.0;False;0;622.0;0
1240;200.0;;4;200.0;50.0;-15;0.0;0.0;0.0;0;;;2;24;False;1;0.0;0.0;True;5.0;5.0;67.0;False;6;630.0;59
1241;83.9;;2;83.9;41.95;2;0.0;0.0;0.0;0;1.0;0.0;2;24;False;1;0.0;0.0;True;5.0;5.0;67.0;False;6;630.0;59
1242;197.3;;4;197.3;49.33;59;1.0;1.0;0.0;2;;0.0;2;24;False;1;0.0;0.0;True;5.0;5.0;67.0;False;6;630.0;59
1243;156.0;;4;156.0;39.0;-11;0.0;0.0;0.0;1;;0.0;2;23;False;1;0.0;0.0;True;4.0;1.0;8.0;True;6;750.0;-11
1244;59.9;;2;59.9;29.95;-16;0.0;1.0;0.0;0;;;2;23;False;1;0.0;0.0;True;4.0;1.0;8.0;True;6;750.0;-11
1245;215.76;;3;215.76;71.92;35;0.0;0.0;0.0;0;;;1;24;False;1;0.0;0.0;True;1.0;15.0;8.0;True;6;1200.0;35
1246;501.62;;7;679.28;97.04;31;0.0;1.0;0.0;0;;;2;60;True;2;0.0;1.0;True;1.0;40.0;66.0;False;0;550.0;31
1247;142.5;;3;142.5;47.5;4;0.0;0.0;0.0;2;1.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1248;100.66;;3;100.66;33.55;10;0.0;0.0;0.0;3;1.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1249;92.82;;4;92.82;23.21;8;;;;9;1.0;1.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1250;33.9;;2;33.9;16.95;-11;0.0;0.0;0.0;1;;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1251;99.8;;4;99.8;24.95;3;1.0;1.0;0.0;1;1.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1252;48.48;;4;48.48;12.12;6;;;;6;1.0;1.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1253;48.0;;3;48.0;16.0;-19;;;;12;3.0;1.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1254;152.52;;4;152.52;38.13;1;0.0;0.0;0.0;0;;;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1255;129.84;;4;129.84;32.46;1;;;;4;1.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1256;66.52;;4;66.52;16.63;-2;;;;6;2.0;2.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1257;129.09;;4;129.09;32.27;-1;;;;9;;1.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1258;54.78;;4;54.78;13.7;32;;;;9;2.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1259;183.08;;4;183.08;45.77;5;;;;11;2.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1260;137.4;;4;137.4;34.35;24;;;;5;1.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1261;181.13;;4;181.13;45.28;5;;;;9;3.0;0.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1262;124.9;;4;124.9;31.23;-4;0.0;0.0;0.0;11;3.0;1.0;2;24;True;1;0.0;0.0;True;1.0;8.0;8.0;True;6;675.0;32
1263;340.9;;10;355.9;35.59;908;0.0;0.0;0.0;0;;;2;36;False;2;0.0;0.0;True;5.0;5.0;6.0;True;6;950.0;908
1264;250.83;;5;258.35;51.67;841;4.0;4.0;0.0;0;;;2;34;True;6;0.0;1.0;True;1.0;10.0;66.0;True;0;1500.0;841
1265;109.59;;3;114.09;38.03;816;5.0;10.0;0.0;0;1.0;0.0;2;34;True;6;0.0;1.0;True;1.0;10.0;66.0;True;0;1500.0;841
1266;139.82;;3;144.33;48.11;839;0.0;0.0;0.0;0;2.0;0.0;2;34;True;6;0.0;1.0;True;1.0;10.0;66.0;True;0;1500.0;841
1267;130.78;;4;130.78;32.7;39;0.0;0.0;0.0;1;;8.0;1;30;False;1;;;;;1.0;67.0;True;10;1808.0;39
1268;229.8;;5;229.8;45.96;8;;;;3;1.0;0.0;1;41;True;1;;;;;1.0;67.0;True;20;2000.0;8
1269;251.8;;5;251.8;50.36;-16;;;;4;1.0;0.0;1;41;True;1;;;;;1.0;67.0;True;20;2000.0;8
1270;170.8;;5;170.8;34.16;35;;;;3;;4.0;2;60;True;2;;;;;2.0;150.0;True;17;1200.0;35
1271;709.2;;5;709.2;141.84;1;;;;3;1.0;3.0;2;60;True;2;;;;;2.0;150.0;True;17;1200.0;35
1272;71.7;;4;71.7;17.93;-7;;;;5;;3.0;2;60;True;2;;;;;2.0;150.0;True;17;1200.0;35
1273;109.8;;3;109.8;36.6;-17;;;;2;;0.0;1;16;True;2;;;;;1.0;68.0;True;17;2300.0;-1
1274;239.9;;5;239.9;47.98;2;;;;5;;0.0;1;59;True;1;;;;;1.0;67.0;True;15;1200.0;3
1275;234.0;;5;234.0;46.8;17;;;;1;;0.0;1;33;True;1;;;;;1.0;64.0;True;6;1200.0;17
1276;103.3;;4;103.3;25.83;10;;;;1;;0.0;1;36;True;1;;;;;1.0;100.0;True;13;1900.0;11
1277;236.6;;5;236.6;47.32;11;0.0;0.0;0.0;2;;0.0;1;36;True;1;;;;;1.0;100.0;True;13;1900.0;11
1278;119.9;;5;119.9;23.98;24;;;;0;1.0;5.0;2;61;True;1;;;;;1.0;54.0;True;20;1000.0;24
1279;400.0;;5;400.0;80.0;3;;;;2;;32.0;2;67;True;1;;;;;1.0;68.0;True;8;1090.0;43
1280;532.6;;5;532.6;106.52;24;;;;10;3.0;9.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1281;575.8;;5;575.8;115.16;8;;;;12;3.0;11.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1282;256.18;;5;256.18;51.24;8;;;;12;3.0;11.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1283;196.8;;5;196.8;39.36;2;;;;13;3.0;11.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1284;274.1;;4;274.1;68.53;12;;;;13;5.0;11.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1285;202.5;;4;202.5;50.63;2;;;;13;5.0;11.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1286;25.2;;1;25.2;25.2;18;;;;13;6.0;11.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1287;79.8;;3;79.8;26.6;4;;;;20;2.0;9.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1288;354.4;;5;354.4;70.88;20;;;;20;2.0;9.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1289;338.6;;5;338.6;67.72;18;;;;20;2.0;9.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1290;289.5;;5;289.5;57.9;23;;;;20;3.0;9.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1291;249.8;;5;249.8;49.96;5;;;;20;4.0;9.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1292;118.4;;4;118.4;29.6;2;;;;21;4.0;8.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1293;256.2;;4;256.2;64.05;2;;;;21;5.0;8.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1294;399.4;;5;399.4;79.88;91;;;;21;6.0;8.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1295;132.0;;3;132.0;44.0;20;;;;21;7.0;8.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1296;132.7;;5;132.7;26.54;89;;;;23;6.0;7.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1297;274.58;;5;274.58;54.92;113;;;;24;6.0;7.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1298;269.8;;5;269.8;53.96;97;;;;24;7.0;7.0;1;63;True;2;;;;;2.0;100.0;True;17;4700.0;113
1299;248.3;;4;248.3;62.08;21;;;;2;1.0;14.0;1;52;True;2;;;;;1.0;67.0;True;17;2500.0;37
1300;259.8;;5;259.8;51.96;21;;;;3;1.0;18.0;1;52;True;2;;;;;1.0;67.0;True;17;2500.0;37
1301;102.6;;3;102.6;34.2;6;;;;4;1.0;12.0;1;33;True;1;;;;;2.0;50.0;True;15;1400.0;42
1302;44.8;;2;44.8;22.4;9;;;;4;2.0;11.0;1;33;True;1;;;;;2.0;50.0;True;15;1400.0;42
1303;284.7;;5;284.7;56.94;4;;;;7;;9.0;1;33;True;1;;;;;2.0;50.0;True;15;1400.0;42
1304;265.1;;5;265.1;53.02;22;;;;7;1.0;6.0;1;33;True;1;;;;;2.0;50.0;True;15;1400.0;42
1305;199.1;;5;199.1;39.82;8;;;;2;;3.0;2;35;True;2;;;;;1.0;72.0;True;17;1400.0;13
1306;199.6;;2;199.6;99.8;8;;;;1;;2.0;2;54;True;2;;;;;1.0;64.0;True;17;2000.0;12
1307;321.3;;2;321.3;160.65;7;0.0;0.0;0.0;2;;1.0;2;54;True;2;;;;;1.0;64.0;True;17;2000.0;12
1308;418.8;;5;418.8;83.76;31;2.0;3.0;0.0;1;;25.0;2;64;False;1;;;;;1.0;69.0;True;28;1302.0;32
1309;144.1;;5;144.1;28.82;8;;;;1;;0.0;1;50;True;2;;;;;1.0;49.0;True;20;1700.0;8
1310;100.0;;5;100.0;20.0;3;;;;1;1.0;0.0;1;50;True;2;;;;;1.0;49.0;True;20;1700.0;8
1311;38.0;;1;38.0;38.0;-2;1.0;2.0;0.0;1;;41.0;2;61;False;2;0.0;0.0;;1.0;;68.0;False;0;701.0;81
1312;40.0;;2;40.0;20.0;-4;0.0;3.0;0.0;2;;26.0;2;61;False;2;0.0;0.0;;1.0;;68.0;False;0;701.0;81
1313;58.8;;1;58.8;58.8;4;0.0;0.0;0.0;3;;14.0;2;61;False;2;0.0;0.0;;1.0;;68.0;False;0;701.0;81
1314;42.4;;2;42.4;21.2;-2;0.0;0.0;0.0;4;;12.0;2;61;False;2;0.0;0.0;;1.0;;68.0;False;0;701.0;81
1315;15.2;;1;15.2;15.2;8;0.0;0.0;0.0;4;1.0;9.0;2;61;False;2;0.0;0.0;;1.0;;68.0;False;0;701.0;81
1316;94.8;;5;94.8;18.96;-7;0.0;0.0;0.0;2;;0.0;2;78;True;2;;;;;2.0;68.0;True;37;2160.0;-1
1317;198.8;;5;198.8;39.76;-2;;;;1;;0.0;1;50;True;2;;;;;1.0;50.0;True;17;1450.0;4
1318;119.8;;4;119.8;29.95;4;;;;1;1.0;0.0;1;50;True;2;;;;;1.0;50.0;True;17;1450.0;4
1319;86.7;;2;86.7;43.35;0;0.0;0.0;0.0;2;;4.0;1;82;True;2;;;;;1.0;68.0;True;12;800.0;7
1320;206.7;;5;206.7;41.34;13;;;;2;;1.0;1;53;True;2;;;;;2.0;49.0;True;17;1500.0;21
1321;219.8;;4;219.8;54.95;7;0.0;0.0;0.0;2;1.0;1.0;1;53;True;2;;;;;2.0;49.0;True;17;1500.0;21
1322;79.8;;3;79.8;26.6;7;;;;3;1.0;3.0;1;53;True;2;;;;;2.0;49.0;True;17;1500.0;21
1323;469.6;;5;469.6;93.92;20;;;;5;;3.0;1;53;True;2;;;;;2.0;49.0;True;17;1500.0;21
1324;484.1;;5;484.1;96.82;-2;;;;1;1.0;36.0;1;68;True;2;;;;;2.0;49.0;True;7;1700.0;75
1325;133.8;;3;133.8;44.6;17;;;;1;2.0;18.0;1;68;True;2;;;;;2.0;49.0;True;7;1700.0;75
1326;139.8;;3;139.8;46.6;15;;;;4;;10.0;1;68;True;2;;;;;2.0;49.0;True;7;1700.0;75
1327;94.9;;2;94.9;47.45;22;;;;5;;10.0;1;68;True;2;;;;;2.0;49.0;True;7;1700.0;75
1328;129.8;;5;129.8;25.96;27;0.0;0.0;0.0;4;;0.0;1;85;True;1;;;;;1.0;68.0;True;8;800.0;27
1329;13.98;;1;13.98;13.98;-3;0.0;0.0;0.0;4;1.0;0.0;1;85;True;1;;;;;1.0;68.0;True;8;800.0;27
